region_key,driver,unit,value,low,high,source_url,last_verified,basis,notes,status
us-or-portland,water_rate_reclaimed_usd_per_kgal,USD per 1000 gal,,,,https://www.portland.gov/water/pay-your-utility-bill/water-bill-rates-and-charges,2026-07,,"No reclaimed/recycled water tariff found. Opened the Portland Water Bureau water bill rates and charges page (volume charge $8.833/CCF effective July 1, 2026, no reclaimed line), the Water Bureau's rate-setting rule ADM-14.07 'Rates and Charges for Water and Water-Related Services', and the Bureau of Environmental Services 'Full List of Environmental Services Rates and Charges' - the BES list covers sanitary sewer, stormwater, system development charges and permit fees only, with no recycled, reclaimed or non-potable category. Neither Portland Water Bureau nor Portland BES publishes a recycled water rate. Recycled water produced at the Columbia Boulevard Wastewater Treatment Plant is used on-site and for a small number of non-billed uses; there is no purple-pipe tariff a data center could buy against. Separately note Portland's stormwater charge is per 1,000 sq ft of impervious area, not volumetric, so it does not belong in any per-gallon water figure.",gap
us-ne-omaha,water_rate_reclaimed_usd_per_kgal,USD per 1000 gal,,,,https://www.mudomaha.com/rates-fees/,2026-01,,"No reclaimed/recycled water tariff found. Opened the Metropolitan Utilities District of Omaha Rates & Fees page and enumerated every published water schedule effective January 2026: W-1 Residential, W-2 Commercial and Industrial, W-3 Large Volume Industrial, W-4 Commercial & Industrial Sprinkling/Lake Recharge/Cooling, W-FL Private Fire Line, WIR Infrastructure Replacement rider, and WWS Wholesale Water Service. There is no reclaimed, recycled, reuse or non-potable schedule. M.U.D. publishes no reuse rate. Note W-4 covers COOLING but is potable water from the M.U.D. system, not reclaimed effluent, so it is not recorded here. Also checked the City of Omaha Public Works sewer-use-fee material (the city, not M.U.D., sets sewer charges and runs the Papillion Creek and Missouri River water resource recovery facilities); the Omaha Public Works page returned 403 and no reuse rate surfaced in search. No Omaha-area purple-pipe tariff exists.",gap
us-ia-des-moines,water_rate_reclaimed_usd_per_kgal,USD per 1000 gal,,,,https://www.dmww.com/customer_service/rates___service_areas/des_moines.php,2026-01,,"No reclaimed/recycled water tariff found. Opened the Des Moines Water Works Des Moines rate page (effective January 1, 2026): it lists only availability charges, tiered Residential, declining-block Commercial/Industrial, and Irrigation (secondary meters exempt from sewer). No reclaimed, recycled, reuse or non-potable class. DMWW publishes no reuse rate. Also searched the Des Moines Metropolitan Wastewater Reclamation Authority (dmmwra.org) and West Des Moines Water Works rate pages; WRA is a regional wastewater treatment authority funded by member-community charges and publishes no volumetric reuse rate to end customers (its treated-effluent reuse is internal plant process water and a district-energy/CHP application, not a purple-pipe retail product). Note sewer in Des Moines is a City of Des Moines charge, not DMWW.",gap
us-nv-reno,water_rate_reclaimed_usd_per_kgal,USD per 1000 gal,0.83,0,0.83,https://thisisreno.com/2024/05/cost-for-effluent-lands-local-golf-course-in-the-rough/,2024,modeled,"TMWA is the potable retailer and does NOT sell reclaimed effluent; reclaimed water in the Truckee Meadows is sold by the City of Reno (Reno-Stead Water Reclamation Facility) and Washoe County (South Truckee Meadows WRF). TMWA's rate page (tmwa.com/tmwa-customer-service/water-rates/) does list 'Non-potable Service (NPS)' and 'Interruptible Large Volume Nonpotable Service (ILVNPS)' schedules, but those are raw/ditch surface water, not reclaimed effluent, and the numeric schedules are inside click-through PDFs whose URLs are not exposed on the page and which could not be opened (site blocked direct retrieval and archive.org was proxy-blocked), so no TMWA figure is recorded. Value is derived from the cited source, which reports the City of Reno's effluent price to the Sierra Sage Golf Course as 50% of the metered irrigation off-peak rate of $1.66 per 1,000 gallons: 0.50 x 1.66 = $0.83 per 1,000 gallons (2024). Basis is 'modeled' because the number is a computed 50% of a potable irrigation rate reported in a news article and set by a 1999 bilateral agreement, not a published reclaimed tariff sheet. low = 0.00 because the same source states Washoe County charges nothing for South Truckee Meadows WRF effluent supplied to parks, golf courses and schools, since surplus capacity means county wastewater fees already cover operating cost. Also checked Washoe County Utility ordinance index, which cites Ordinance No. 1535 as governing reclaimed water utility service and related fees, but neither the county utility pages nor Municode Chapter 40 exposed a numeric reclaimed rate. A data center's reclaimed supply here would be contract-negotiated.",filled
us-va-northern,land_cost_per_acre_usd,USD per acre,4400000,2100000,6340000,https://northernvirginiamag.com/news/2026/03/24/data-center-developer-offers-ashburn-homeowners-4-4-million-per-acre/ https://www.loudounnow.com/news/loudoun-land-data-center-values-soar-while-home-assessments-hold-steady/article_d7977ab6-f33b-4dc2-8203-d53bc9a8ebc4.html https://www.datacenterdynamics.com/en/news/sdc-capital-partners-buys-97-acres-of-data-center-zoned-land-in-virginia-for-615-million/ https://www.datacenterfrontier.com/site-selection/article/11428233/data-center-boom-pushes-prince-william-land-to-nearly-1m-an-acre,2026-03,sourced,"DATA-CENTER LAND PREMIUM APPLIES - this is NOT generic industrial land. Loudoun 'Data Center Alley' land trades at a large multiple of ordinary industrial land, so the data-center-relevant figure is reported per instruction. Four sources, all printing $/acre on the page: (1) Loudoun County Commissioner of the Revenue via Loudoun Now, 2026 assessment cycle - average SALE price for data center property $3.76M/acre, up $1.4M YoY; (2) Northern Virginia Magazine 24-Mar-2026 - developer offering $4.4M/acre for a 130-acre residential assemblage in Ashburn, i.e. the current marginal price a DC developer will pay for a large contiguous site; (3) DatacenterDynamics - SDC Capital Partners paid $615.05M for 97 acres of DC-zoned land at Cochran Mill Rd, Leesburg (Nov 2025) = $6.34M/acre, the record trade, used as high; (4) Data Center Frontier - Ashburn Data Center Alley valued $2.1M+/acre, used as low. Value set at $4.4M/acre = upper end of the typical current range for a large assembled DC site, not the $3.76M assessment average (method says do not use averages) and not the $6.34M record outlier. Generic non-DC industrial land in Loudoun is an order of magnitude cheaper and is not what this row measures.",filled
us-tx-dfw,land_cost_per_acre_usd,USD per acre,176471,19971,514851,"https://www.landsearch.com/properties/dallas-tx/filter/size%5Bmin%5D=10,tag=industrial",2026-07,modeled,"Aggregate of live listings (source type c). LandSearch, Dallas-Fort Worth radius, filtered to tag=industrial and size min 10 acres: 11 listings, all priced. Observed $/acre: Forney 194ac $19,971; Seagoville 39ac $51,282; Royse City 140ac $54,816; Ferris 83.9ac $64,997; Ferris 261ac $64,900; Sunnyvale 53.8ac $116,173; Hutchins 13ac $130,769; Seagoville 11.5ac $130,000; Farmersville 10ac $147,500; Wilmer 10.2ac $176,471; Celina 10.1ac $514,851. Low=cheapest (Forney), high=dearest (Celina). Value=$176,471 (Wilmer, southern DFW industrial corridor) = upper end of the clustered range; the Celina figure is a single small 10-acre lot in a north-DFW residential growth corridor and is excluded from value as an outlier per the method's warning about small-lot distortion. Asking prices, not closed trades, hence modeled.",filled
us-az-phoenix,land_cost_per_acre_usd,USD per acre,349683,5377,349683,"https://www.land.com/Phoenix-%26-Central-Arizona-Region/commercial-property/ https://www.landsearch.com/properties/maricopa-county-az/filter/size%5Bmin%5D=10,tag=industrial",2026-07,modeled,"Aggregate of live listings (source type c), two aggregators because Phoenix 10+ acre industrial inventory is thin. LandSearch Maricopa County, tag=industrial, 10+ acres: 6 listings, all far West Valley / exurban - Gila Bend 130ac $5,377; Wittmann 30ac $16,667; Tonopah 19ac $19,500; Tonopah 32ac $30,000; Gila Bend 70ac $34,014; Buckeye 20ac $37,500. Land.com Phoenix & Central Arizona commercial land 10+ acres: Eloy 2,358ac $24,998; Buckeye 126ac $349,683; regional median $187,341/acre (stated on page). Value=$349,683 (Buckeye 126-acre parcel) as upper end - Buckeye/Goodyear is the West Valley data center corridor with power and fiber, so it is the data-center-relevant end of the range. Low=$5,377 = raw Gila Bend desert acreage, the kind of unserviced parcel the method says drags averages down. High=value here because no priced 10+ acre listing above it was found. Note NO large industrial listings were found inside the Phoenix city limits on either aggregator; all 10+ acre supply is exurban.",filled
us-ga-atlanta,land_cost_per_acre_usd,USD per acre,430657,27317,537634,"https://www.landsearch.com/properties/georgia/filter/size%5Bmin%5D=10,tag=industrial",2026-07,modeled,"Aggregate of live listings (source type c). LandSearch Georgia statewide, tag=industrial, size min 10 acres = 116 listings; filtered by hand to metro Atlanta counties (Fulton, DeKalb, Cobb, Gwinnett, Clayton, Coweta, Barrow) = 7 listings: Winder (Barrow) 29.1ac $27,317; Suwanee (Gwinnett) 61.3ac $35,564; Newnan (Coweta) 11.5ac $57,878; Lithonia (DeKalb) 17.7ac $113,011; Jonesboro (Clayton) 10.8ac $342,593; Newnan (Coweta) 13.7ac $430,657; Duluth (Gwinnett) 18.6ac $537,634. Low and high are the min and max of those 7. Value=$430,657 = upper end of the typical range for an infill/near-in metro industrial site; the Duluth $537,634 is the single dearest and is held as high rather than value. County-level LandSearch and Fulton County queries returned zero 10+ acre industrial listings, so the state-filtered query was used. Asking prices, hence modeled.",filled
us-oh-columbus,land_cost_per_acre_usd,USD per acre,264999,189214,264999,"https://www.yourresearchresource.com/post/chart-of-the-month-columbus-land-sales-trends-2021-2025 https://www.landsearch.com/properties/columbus-oh/filter/size%5Bmin%5D=10,tag=industrial",2026-07,modeled,"Two sources. (1) Your Research Resource 'Columbus Land Sales Trends 2021-2025' chart, which prints Q4 2025 land sales at $189,213.56 per acre market-wide and states that parcels bought for PROPOSED DATA CENTER use averaged nearly $235,000 per acre - it also cites the 131-acre Worthington Rd / Amgen sale at roughly $191,000 per acre. (2) LandSearch Columbus radius, tag=industrial, 10+ acres: exactly 1 listing - 13219 Beecher Gamble Rd, Marysville (Union County) 370 acres asking $98,050,000 = $264,999/acre, a large contiguous site of the type a data center would buy. Low=$189,214 (Q4 2025 published market-wide $/acre, data period 2025-12). Value and high=$264,999, the only current 10+ acre industrial asking price and the upper end observed. Modeled because it mixes a published transaction average with a single live asking price. Note the data center premium is visible but modest here: $235k vs $189k, roughly 1.24x, nothing like Loudoun.",filled
us-il-chicago,land_cost_per_acre_usd,USD per acre,790110,14821,790110,"https://www.landsearch.com/properties/illinois/filter/size%5Bmin%5D=10,tag=industrial https://www.landsearch.com/properties/will-county-il/filter/size%5Bmin%5D=10,tag=industrial",2026-07,modeled,"Aggregate of live listings (source type c). LandSearch Illinois statewide, tag=industrial, size min 10 acres = 20 listings; filtered by hand to Chicago metro counties = 4: Frankfort (Will) 73.4ac $14,821; Geneva (Kane) 30ac $99,833; Cary (McHenry) 46ac $149,543; Elwood (Will) 27.3ac $790,110. Low and high are the min and max of those 4. Value=$790,110 - the Elwood parcel sits in the I-55/I-80 CenterPoint intermodal core, the submarket a large industrial or data center user would actually target, and the method directs use of the upper end rather than the average. Only 4 qualifying listings exist so the gap between $149,543 and $790,110 is unfilled; treat value as the serviced-core figure and $100k-$150k as the outer-collar figure. City-of-Chicago queries returned zero 10+ acre industrial listings (inventory there is sub-1-acre infill). For historical context CBRE put Chicago industrial land at $250,000/acre in 2017. Asking prices, hence modeled.",filled
us-ut-salt-lake-city,land_cost_per_acre_usd,USD per acre,370370,52556,370370,"https://www.landsearch.com/properties/utah/filter/size%5Bmin%5D=10,tag=industrial",2026-07,modeled,"Aggregate of live listings (source type c). LandSearch Utah statewide, tag=industrial, size min 10 acres = 16 listings; filtered by hand to the Salt Lake City metro / Wasatch Front (Salt Lake, Utah, Davis, Weber, Tooele counties) = 4: Tooele 13.3ac $52,556; Eagle Mountain (Utah Co) 69ac $261,279; Ogden (Weber) 11.2ac $285,714; Payson (Utah Co) 10.8ac $370,370. Low=$52,556 (Tooele, the far west outlying county). Value and high=$370,370 = upper end of the observed range. Both LandSearch Salt Lake City radius and Salt Lake County returned zero 10+ acre industrial listings - all qualifying Wasatch Front supply is in the collar counties, so this is a collar-county proxy for the metro and understates land inside the Salt Lake County core. Asking prices, hence modeled.",filled
us-tx-san-antonio,land_cost_per_acre_usd,USD per acre,99926,16000,326493,"https://www.landsearch.com/properties/san-antonio-tx/filter/size%5Bmin%5D=10,tag=industrial",2026-07,modeled,"Aggregate of live listings (source type c). LandSearch San Antonio radius, tag=industrial, size min 10 acres: 10 listings, all priced. Observed $/acre: Elmendorf 44ac $16,000; Floresville 83ac $26,687; Von Ormy 133ac $37,594; Atascosa 15.3ac $45,751; San Antonio 78263 27.6ac $52,536; Schertz 133ac $52,632; San Antonio 78266 20.9ac $62,201; Converse 49ac $71,429; Elmendorf 54.4ac $99,926; Elmendorf 10.9ac $326,493. Low and high are min and max. Value=$99,926 (Elmendorf 54.4-acre site) = upper end of the clustered range; the $326,493 figure is a single 10.9-acre lot priced far above every other parcel in the set and is held as high only, per the method's warning that small lots price per acre far higher. Asking prices, hence modeled.",filled
us-or-portland,land_cost_per_acre_usd,USD per acre,58911,25363,58911,"https://www.land.com/Portland-Metro-Oregon-Region/commercial-property/ https://www.land.com/Washington-County-OR/commercial-property/ https://www.land.com/Clackamas-County-OR/commercial-property/ https://www.landsearch.com/properties/oregon/filter/size%5Bmin%5D=10,tag=industrial",2026-07,modeled,"WEAK ROW - read the caveat. No 10+ acre INDUSTRIAL-tagged listing exists anywhere in the Portland metro on either aggregator: LandSearch Portland radius returns 0, and the Oregon statewide industrial 10+ acre query returns 17 listings, all in central/coastal/southern Oregon (Prineville, Roseburg, Newport, Coos Bay, Independence, Hines) with none in Multnomah, Washington, Clackamas or Columbia counties. Portland's industrial land shortage inside the urban growth boundary is the reason. Fallback used: land.com commercial land 10+ acres in the Portland metro region = 3 listings - Cornelius (Washington Co) 157ac $25,363; Cornelius 300ac $28,849; Estacada (Clackamas Co) 161ac $58,911. Low=$25,363, value and high=$58,911 (upper end). CAUTION: these are large rural-fringe parcels (one is a leased rock-products site, the Cornelius ones are nursery ground) and materially understate serviced industrial land inside the UGB - on the same source, sub-10-acre commercial parcels in the metro ask $356,812/ac (Sandy), $433,428/ac (Forest Grove), $482,233/ac (Estacada infill) and $648,701/ac (Canby). If this row is used for a serviced site, the sub-10-acre band is the better guide.",filled
us-ne-omaha,land_cost_per_acre_usd,USD per acre,157895,89286,431970,"https://www.landsearch.com/commercial/omaha-ne https://www.landsearch.com/properties/nebraska/filter/size%5Bmin%5D=10,tag=industrial",2026-07,modeled,"Aggregate of live listings (source type c). The industrial-tagged 10+ acre query for Nebraska returns 9 listings and NONE are in the Omaha metro (Douglas, Sarpy, Cass, Washington, Saunders) - they are North Platte, Seward, Fremont, Auburn, Crete. Fallback to LandSearch commercial land, Omaha radius, listings 10 acres or larger = 4: Gretna NE 112ac $89,286; Gretna NE 28.5ac $157,895; Carter Lake IA 13ac $398,741; Carter Lake IA 12ac $431,970. Low=$89,286, high=$431,970. Value=$157,895 (Gretna 28.5ac) = upper end of the industrial-plausible range; the two Carter Lake parcels sit next to Eppley Airfield and are priced as commercial/retail assemblage rather than industrial ground, so they are carried as high but not as the working figure. Asking prices, hence modeled. Cross-check for scale: land.com Douglas County shows an 8-acre Valley NE commercial parcel at $118,750/acre, consistent with the Gretna band.",filled
us-ia-des-moines,land_cost_per_acre_usd,USD per acre,95000,62854,95000,"https://www.landsearch.com/properties/des-moines-ia/filter/size%5Bmin%5D=10,tag=industrial",2026-07,modeled,"Aggregate of live listings (source type c). LandSearch Des Moines radius, tag=industrial, size min 10 acres: 4 listings, 3 with published prices - Indianola 30.2ac $62,854/acre; Indianola 27.1ac $70,055/acre; Ankeny 10ac $95,000/acre. The fourth (Bondurant, 211 acres) lists no price and is excluded. Low=$62,854, value and high=$95,000 (Ankeny, the northern Des Moines industrial/logistics growth corridor and the closest of the three to metro infrastructure) = upper end of the observed range. Small sample; only three priced 10+ acre industrial parcels exist in the market on this aggregator. Asking prices, hence modeled.",filled
us-nv-reno,land_cost_per_acre_usd,USD per acre,45802,6806,45802,"https://www.landsearch.com/properties/nevada/filter/size%5Bmin%5D=10,tag=industrial https://www.landsearch.com/commercial/reno-nv",2026-07,modeled,"Aggregate of live listings (source type c). LandSearch Nevada statewide, tag=industrial, size min 10 acres = 53 listings; filtered by hand to the northern Nevada / Reno-Sparks-Fernley industrial corridor (Washoe, Storey, Lyon, Carson) = 4 usable: Yerington 18ac $6,806; Silver Springs 39ac $7,667; Fernley 181ac $21,853; Dayton 131ac $45,802. A fifth (Fernley 40ac at $498/acre) is excluded as an obvious data error. Low=$6,806, value and high=$45,802 (Dayton, the Lyon County side of the USA Parkway industrial corridor) = upper end of the observed range. Washoe County itself returns zero 10+ acre industrial listings; the only 10+ acre Reno commercial listings are ranch ground (80.5ac at $15,528/acre and 711ac 'Palomino Farms' at $4,190/acre) and are not comparable. IMPORTANT GAP: the Tahoe Reno Industrial Center in Storey County is where the data center demand actually sits (Tract has assembled 8,590+ acres there) but TRIC transaction prices are not disclosed - DatacenterDynamics confirms terms of the Tract 517-acre deal were not shared - so no data-center-premium figure for Reno could be sourced. Treat value as generic large-parcel industrial ground, not TRIC pricing.",filled
ie-dublin,land_cost_per_acre_usd,USD per acre,346541,339241,346541,https://lisney.com/wp-content/uploads/2025/05/DevLandUpdateQ12025.pdf https://www.irishtimes.com/business/commercial-property/dublin-15-landbank-primed-for-industrial-and-logistics-guiding-at-35m-1.4787870,2025-03,modeled,"Dublin, large employment/industrial-zoned parcels. Two comparables, both well over 10 acres. (1) Lisney GDA Development Land Q1 2025 report, printed on the page: Dublin Central Logistics Park, Finglas, 'approximately 91.4 acres... sold in three lots for a total of EUR 27.6m' = EUR 301,969/acre (transaction, Q1 2025) - this is the value. (2) Irish Times, Killamonan Business Park, Dublin 15, 47.92 ha (118.40 acres) zoned entirely general employment under the Fingal County Development Plan, guiding EUR 35m = EUR 295,608/acre (asking, Feb 2022) - this is the low. Freehold. FX: 1 EUR = 1.147605 USD (USD/EUR 0.87138), ECB reference rate via Frankfurter API, pulled 2026-07-30. EUR 301,969/acre x 1.147605 = USD 346,541/acre. Basis modeled because the per-acre rate is derived by dividing a lot-total by acreage, not printed as a per-acre figure. Caveat: these are general industrial/logistics land rates; purpose-built data-centre land at Grange Castle/Profile Park trades higher, but I could not open a live source confirming that (estatesgazette.co.uk article headlined 'Dublin industrial land hits record price of EUR 1m per acre' returned HTTP 403, property.ie and search.savills.com listing pages returned redirect loops / 403, so no third live listing was obtainable).",filled
nl-amsterdam,land_cost_per_acre_usd,USD per acre,534083,464420,534083,https://lokaleregelgeving.overheid.nl/CVDR733776/,2025,modeled,"PROXY, not Amsterdam city. Gemeente Hollands Kroon Grondprijzenbrief 2025 (in force 1 Jan 2025 - 19 Mar 2026), printed prices for municipal bedrijventerreinen: Robbenplaat II EUR 115.00/m2 and Industrieweg EUR 115.00/m2, with a general bedrijventerrein table figure of EUR 100.00/m2. Value = upper end EUR 115/m2; low = EUR 100/m2. EUR 115/m2 x 4046.86 m2/acre = EUR 465,389/acre; x 1.147605 = USD 534,083/acre. FX: 1 EUR = 1.147605 USD (USD/EUR 0.87138), ECB reference rate via Frankfurter API, pulled 2026-07-30. Freehold (uitgifte in eigendom). Why this proxy: Hollands Kroon (Middenmeer / Agriport A7) is where the Amsterdam region's hyperscale data centres are actually built; Amsterdam city itself issues land only in erfpacht (leasehold) and its Grondprijzenbeleid (opened at lokaleregelgeving.overheid.nl/CVDR672018/2 and zoek.officielebekendmakingen.nl/gmb-2022-32578.html) publishes only office/residential EUR/m2 bvo, no bedrijventerrein land price; Haarlemmermeer states in its Programmabegroting (programmabegroting.haarlemmermeer.nl/2026 and /2023, paragraaf grondbeleid) that its Grondprijzennota is 'geheim van aard' and publishes no figures. Also opened, all wrong municipality or no figure: CVDR752764 and CVDR731454 (Brunssum), CVDR735485 (Epe), CVDR735345 (Lansingerland), exb-2025-3387 (Goeree-Overflakkee, EUR 143-149/m2). Treat this row as an out-of-metro floor: serviced industrial land inside the Amsterdam ring is materially more expensive than EUR 115/m2.",filled
de-frankfurt,land_cost_per_acre_usd,USD per acre,1713709,1161049,3947567,https://www.borisportal.de/bodenrichtwert/frankfurt-am-main,2024-01,modeled,"BORIS-Portal, Bodenrichtwerte for gewerbliche Bauflaechen (commercial/industrial building land) in Frankfurt am Main, Stichtag 01.01.2024. Printed on the page: Minimalwert 250 EUR/m2, Maximalwert 850 EUR/m2 (down 10.5% from 950), Durchschnitt 369 EUR/m2. low = 250 EUR/m2 = USD 1,161,049/acre; high = 850 EUR/m2 = USD 3,947,567/acre. Value = the citywide average 369 EUR/m2 = 369 x 4046.86 = EUR 1,493,291/acre x 1.147605 = USD 1,713,709/acre, because the 850 EUR/m2 maximum is a small prime inner-city commercial plot that a parcel over 10 acres could not be assembled at - 369 is the upper end of what is plausible for a large GE/GI industrial site. FX: 1 EUR = 1.147605 USD (USD/EUR 0.87138), ECB reference rate via Frankfurter API, pulled 2026-07-30. Freehold. Caveat: 'gewerbliche Bauflaechen' mixes commercial with industrial; a pure Industrie (GI) breakout was not obtainable - frankfurt.de's Immobilienmarktbericht 2026 PDF returned HTTP 403, and aktuelle-grundstueckspreise.de publishes Bauland (residential) only for Frankfurt.",filled
uk-slough,land_cost_per_acre_usd,USD per acre,4632419,3360512,4632419,https://content.knightfrank.com/research/2504/documents/en/industrial-land-values-research-2022-9242.pdf,2022-03,sourced,"Knight Frank Industrial Land Values Research 2022. Slough is named and priced on the page: average industrial land value GBP 3.46m per acre, Q1 2022 (up GBP 1.76m / 103% since Q1 2019), and Slough is the highest of all South East local authorities listed. Value = GBP 3,460,000/acre x 1.338849 = USD 4,632,419/acre. low = GBP 2.51m/acre (Welwyn Hatfield, the lowest South East authority in the same table) = USD 3,360,512; high = Slough's own GBP 3.46m. Other SE points on the page for context: Spelthorne GBP 3.42m, Runnymede GBP 3.41m, Thurrock GBP 3.03m, South Buckinghamshire GBP 2.64m. Values are modelled by Knight Frank on a standardised 20,000 sq m warehouse, i.e. large-parcel basis. Freehold. FX: 1 GBP = 1.338849 USD (USD/GBP 0.74691), ECB reference rate via Frankfurter API, pulled 2026-07-30. On the MHCLG/DLUHC route: I found the current dataset (gov.uk/government/publications/land-value-estimates-for-policy-appraisal-2023, valuation date 1 Oct 2023) but the per-authority industrial figures live only in the .xlsx/.ods attachments, which are binary and could not be opened by any available fetch tool; the HTML 'guidelines for use' page confirms 119 industrial valuations were done but prints no local-authority table, and the 2015 PDF prints only an England mean (GBP 482,000/ha). Cross-check on order of magnitude: Colliers (colliers.com/en-gb/news/25-03-22-industrial-land-values-are-reaching-record-levels-in-london-and-south-east) puts South East industrial land at GBP 2.5m/acre and London at GBP 7.1m/acre on Jan 2022 data. Both sources are 2022 - UK industrial land has moved since, so this is a floor, not a current quote.",filled
fr-paris,land_cost_per_acre_usd,USD per acre,690964,86907,690964,https://www.arthur-loyd.com/terrain-vente/ile-de-france https://solumat.fr/prix-terrain-industriel/,2026-07,modeled,"Arthur Loyd Ile-de-France land-for-sale listings (live, current asking prices), industrial/artisanal-use terrains. Parcels of 1 ha or more on that page: 39,269 m2 at EUR 734,853 = EUR 18.71/m2 (Seine-et-Marne); 19,871 m2 at EUR 1,390,970 = EUR 70.00/m2 (Seine-et-Marne); 14,677 m2 at EUR 1,050,000 = EUR 71.54/m2 (Villiers-en-Biere); 13,443 m2 at EUR 2,000,000 = EUR 148.78/m2 (Montereau-Fault-Yonne). Value = upper end EUR 148.78/m2 x 4046.86 = EUR 602,090/acre x 1.147605 = USD 690,964/acre. low = EUR 18.71/m2 = USD 86,907/acre. Smaller inner-ring plots on the same page run higher (Lisses 5,000 m2 at EUR 300/m2, Saint-Soupplets 5,704 m2 at EUR 280/m2), which a 10-acre-plus site would not reach. Cross-check: solumat.fr (dated 3 Jun 2026) prints a France-wide industrial land average of EUR 120/m2 in 2026 with a range of EUR 15-150/m2, consistent with the Ile-de-France upper end used here. FX: 1 EUR = 1.147605 USD (USD/EUR 0.87138), ECB reference rate via Frankfurter API, pulled 2026-07-30. Freehold. Basis modeled: asking prices from listings, per-m2 rates derived by me from price divided by surface. Only one listing exceeded 10 acres (the 39,269 m2 / 9.7-acre Seine-et-Marne parcel), so the large-parcel sample is thin; bureauxlocaux.com had a single 62,000 m2 industrial parcel in Ile-de-France (Ribecourt-Dreslincourt) but priced 'nous consulter'.",filled
se-lulea,land_cost_per_acre_usd,USD per acre,126546,105455,189819,https://kuriren.nu/nyheter/lulea/artikel/lulea-fordubblar-markpriset-for-hertsofaltet/rx35ow2r https://vartlulea.se/arkiv/tillvaxt/tvanyaverksamhetstomterpastorhedensaljsavluleakommun.5.3949177d19a96a3c66c73.html,2023-01,modeled,"Lulea kommun municipal industrial land prices. Value from Hertsofaltet, the large-parcel green-industry field where a data centre would actually go: Norrbottens-Kuriren (published 12 Jan 2023) reports the municipality raising the price from SEK 140/m2 to SEK 300/m2, after an external valuer put the land at SEK 250-350/m2. Value = SEK 300/m2 x 4046.86 = SEK 1,214,058/acre x 0.104234 = USD 126,546/acre. low = SEK 250/m2 (bottom of the independent valuation) = USD 105,455/acre. high = SEK 450/m2 = USD 189,819/acre, which is the municipality's published price for the two Storheden verksamhetstomter offered Nov 2025 (Vart Lulea, 19 Nov 2025) - but those plots are only ~2,500 m2 and ~2,600 m2, so that rate is a small-plot price and would not apply to a parcel over 10 acres. FX: 1 SEK = 0.104234 USD (USD/SEK 9.5938), ECB reference rate via Frankfurter API, pulled 2026-07-30. Freehold sale by the municipality, connection fees (anslutningsavgifter) charged on top per lulea.se/samhalle--utveckling/mark-och-exploatering/mark-for-verksamheter.html, which itself publishes no price. Value figure is from 2023 and is likely low today given Storheden reached SEK 450/m2 by late 2025.",filled
no-oslo,land_cost_per_acre_usd,USD per acre,,,,,,,"NOT FOUND - no live source prints an industrial/logistics land price for the Oslo region. Searched: Oslo industritomt/naeringstomt price per square metre 2025, tomt til salgs industri logistikk. Opened and rejected: finn.no/realestate/plots/search.html?location=0.20061 (all 31 Oslo plots are residential building plots, 396-8,642 m2, no industrial land); finn.no/realestate/businesssale/search.html?location=0.20061 (52 commercial results, one undeveloped plot and it is residential development, Munkerudkleiva 1,550 m2 at NOK 35m); metra.no/til-salgs (nine naeringstomt listings but all outside the Oslo region - Gressvik, Nesodden, Saltnes, Vaaler, Slitu, Rakkestad, Skiptvet - and none shows a price); oslologistikkparkgardermoen.no and /omrade/ (the right product, 1.4 million m2 regulated and building-ready at Gardermoen, plots of 38.4-270.3 ha, but no price published - contact-only); meglertipset.no/artikler/selge-bolig/selge-tomt (dated 16 Jan 2026, prints NOK 5,000-15,000/m2 for central Oslo and NOK 200-1,000/m2 for outlying municipalities, but this is generic/residential land, not industrial, and not tied to a submarket - deriving a per-acre industrial figure from it would be a guess). finn.no/realestate/businessplot/search.html returned 404. Web search quota was exhausted before a Norwegian municipal naeringstomt price list (e.g. Ullensaker/Gardermoen) could be located. Left blank rather than guessed.",gap
